INPUT,English,Portuguese
LBL_COUNTRY,Country Name,nome do país.
LBL_PROVINCE,Province Name,nome da província
LBL_CITY,City Name,nome da cidade
LBL_QC_LESSTHAN20,QC Availability < 20%,disponibilidade do qc < 20%.
LBL_QC_LESSTHAN10,QC Availability < 10%,disponibilidade da qc < 10%
LBL_QC_GREATERTHAN20,QC Availability > 20%,disponibilidade do qi > 20%
LBL_COUNTY,County Name,nome do condado.
LBL_TOWN,Town Name,nome da cidade
LBL_MANDAY,Estimated / Actual Man Day,dia de homem estimado / real.
LBL_ESTIMATED,Estimated,estimado.
LBL_ACTUAL,Actual,atual
LBL_AVAILABLE,Available,disponível
LBL_ACTUAL_MANDAY,Actual Man Day,dia atual do homem
LBL_QC,QC,controlo de qualidade.
LBL_QC_AVAILABLE,QC Available,disponível no qc.
LBL_ADDITIONALQC,Additional QC,controle de qualidade adicional.
LBL_PRODUCTCATEGORY,Product Category,categoria de produto
LBL_REPORT_CHECKER,Report Checker,verificador de relatório.
LBL_REVIEWER,Reviewer,revisor
LBL_EDIT,Edit,editar.
MSG_NO_ITEM_FOUND,No Booking Found,nenhuma reserva encontrada.
LBL_EXPORT,Export,exportar
LBL_REPORT,Report,relatório
LBL_QC_LEAVE_DETAILS,QC Leave Details,detalhes de licença.
LBL_SCHEDULE,Schedule Auditors,agenda de auditores.
LBL_BOOKINGSEARCH,Planning summary,resumo do planejamento.
LBL_PLANNING,Planning,planejamento.
LBL_PREVBOOKINGSEARCH,Previous Booking Search,busca de reservas anteriores
LBL_POPUP_TITLE,Denied,negado
LBL_QC_LEADER,Qc Leader,líder de controle de qualidade.
MSG_SAVE_SUCCESS,Saved Successfully,salvo com sucesso.
MSG_SAVE_FAIL,Save not Successful,salvamento não bem-sucedido.
MSG_QC_REQUIRED,QC is required,qc é necessária.
MSG_CS_REQUIRED,Report Checker is required,é necessário o verificador de relatórios.
MSG_PROD_QC_REQUIRED,Product QC is required,a qualidade do produto é necessária.
MSG_PROD_CS_REQUIRED,Product CS is required,produto da cs é obrigatório.
MSG_QC_LEADER,Only one leader can be selected,apenas um líder pode ser selecionado.
MSG_QC,QC not selected,"qc not selected significa ""qc não selecionado"" em português."
MSG_CONFRMCONTINUE,Do you still want to continue,você ainda quer continuar?
LBL_POPUP_INFO,Please contact Fullbridge - booking team.,"por favor, entre em contato com a equipe de reservas da fullbridge."
LBL_COMMENT,Comment,comentário
LBL_PRODUCT_DESC,Product Description,descrição do produto
LBL_PRODUCT_ID,Product ID,identificação do produto
LBL_AVAILABLE_MANDAY,Available Man Day / Location,disponibilidade do homem/dia/local.
MSG_UNKNOWN_ERROR,Unknow error has occured,ocorreu um erro desconhecido.
LBL_PRODUCT_DETAILS,Product Details,detalhes do produto
LBL_REMARKS,Quotation Remarks,marcas de citação
LBL_SCHEDULE_DETAILS,Schedule Details,detalhes do cronograma
LBL_COMBINE_NONCOMBINE_COUNT,Combine/ Non Combine Count,contagem com/sem combinar
LBL_TOTAL_COMBINE_COUNT,Total Reports/ Products/ Combine,relatórios/produtos/combinar total.
LBL_CONTAINERS,/Containers,os contêineres.
LBL_BOOKINGCOMMENTS,Booking Comments,comentários de reserva
LBL_FACTORY_ADDRESS,Factory Address,endereço da fábrica
LBL_FACTORY_REGIONAL_ADDRESS,Regional Address,endereço regional
LBL_QC_SCHEDULE_EMAIL,QC Schedule Email,agendar email de roteiro de qualidade.
MSG_ATLEAST_ONE_QC_REQUIRED,Please assign one QC,"por favor, atribua um qc."
LBL_APPLY,Apply,aplicar
MSG_SELECT,Select from the available list,selecionar da lista disponível
MSG_EMAIL_SUCCESSFUL,Email Sent Successfully,e-mail enviado com sucesso.
MSG_EMAIL_WILL_SEND,Email will send shortly,o email será enviado em breve.
MSG_EMAIL_UNSUCCESSFUL,Email Unsuccessful,e-mail sem sucesso.
LBL_ASSIGNED,Assigned,atribuído.
UNAVAILABLE_STAFF,Staff Unavailable,equipe indisponível.
MSG_QC_LIST_NOT_AVAILABLE,QC list Not Available. Contact IT-Team,lista de controlo de qualidade não disponível. contacte a equipa de ti.
MSG_USER_ACCESS_BOOKING,is allocating by another user. please wait for a while and reload the page #.,"está sendo alocado por outro usuário. por favor, espere um pouco e recarregue a página #."
MSG_BOOK_MAN_Day_NOT_MATCH,Total booking Service date Man day cannot be greater than Estimated man day,a data do serviço total de reserva não pode ser maior do que o dia do homem estimado.
BTN_RELOAD,Reload,recarregar.
LBL_FIRST_SERVICEDATE,First Service Date,data do primeiro serviço
LBL_ITEM,Item,artigo
LBL_MANDAY_IND,Pl. MD/ Asg. MD / Quo. MD,"por favor, faça login em sua conta."
LBL_EMAIL,Email,e-mail
MSG_REPORT_PROCESSED,"QC has started to fill the report in FB, Please contact IT team","a qc começou a preencher o relatório no fb, por favor, entre em contato com a equipe de ti."
LBL_PHONE,Phone,telefone
LBL_PLANNED_MANDAY,Planned Man Day,dia planejado do homem
LBL_TRAVEL_ACTUAL_ESTIMATED_MANDAY,Estimated/ Actual/ Travel Manday,estimado / real / dia de viagem
LBL_PRODUCT_CATEGORY,Product Category,categoria de produto
LBL_PRODUCT_SUB_CATEGORY,Product Sub Category,categoria secundária do produto
LBL_PRODUCT_SUB_CATEGORY_TWO,Product Sub Category 2,subcategoria de produto 2
LBL_QC_SCHEDULE,QC Schedule,programação de controle de qualidade.
LBL_QC_VISIBLE,QC Visibility,visibilidade de qc
LBL_SEND_EMAIL,Send Email,enviar email
LBL_QC_TYPE,Inspection responsible,responsável pela inspeção.
LBL_GRADE,Factory Grade,categoria da fábrica
LBL_INSP_COMPANY,Inspection Company,empresa de inspeção
LBL_QC_RESPONSIBLE,QC Responsible,responsável pela garantia de qualidade.
MSG_UNKNOWN_ERROR,Unknown error has occured,ocorreu um erro desconhecido.
TITLE,Inspection Certificate,certificado de inspeção.
LBL_REGISTER,Register,registrar
LBL_MAIN,IC Details,detalhes do ic
LBL_CUSTOMER,Customer Name,nome do cliente
LBL_SELECT,Select,selecionar
LBL_SUPPLIER,Supplier Name,nome do fornecedor.
LBL_APPROVALDATE,Approval Date,data de aprovação.
LBL_BENEFICIARY_NAME,Beneficiary Name,nome do beneficiário.
LBL_SUPPLIER_ADDRESS,Supplier Address,endereço do fornecedor.
LBL_BOOKING_SEARCH,Booking Search,pesquisa de reservas
LBL_BOOKING_NO,Inspection No,número da inspeção
LBL_SERVICE_DATE_FROM,Service Date From,data de início do serviço
LBL_SERVICE_DATE_TO,Service Date To,data do serviço até
LBL_SEARCH,Search,busca
LBL_ADD_TO_IC,Select,selecionar
LBL_UNIT,Unit,unidade
LBL_DELETE,Delete,apagar
LBL_CANCEL,Cancel,cancelar
LBL_SAVE,Save,salvar
LBL_PREVIEW,Preview,pré-visualização
LBL_DRAFT,Draft,rascunho
LBL_PO_NO,Po No,"desculpe, não consigo identificar o significado de ""po no"". poderia fornecer mais contexto ou uma frase completa para que eu possa ajudar na tradução para o português?"
LBL_PRODUCT_CODE,Product Code,código do produto
LBL_PRODUCT_DESC,Product Description,descrição do produto
LBL_SHIPMENT_QTY,Shipment Qty,quantidade do envio.
LBL_PRESENTED_QTY,Presented Qty,quantidade apresentada
LBL_REMAINING_QTY,Remaining Qty,quantidade restante
LBL_DESTINATION_COUNTRY,Destination Country,país de destino
LBL_ADD_PRODUCT,Add Product,adicionar produto
LBL_IC_TITLE,Title,título
MSG_CANNOTGETCUSTLIST,Cannot get customer list,não é possível obter a lista de clientes.
MSG_CANNOTGETSUPPLIST,Cannot get supplier list,não é possível obter a lista de fornecedores.
MSG_CANNOT_GET_SUPP_ADDRESS,Cannot get supplier address,não é possível obter o endereço do fornecedor.
MSG_SERVICE_FROMDATE_REQ,From date is required,a data de início é obrigatória.
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be greater than to date,a data de início deve ser maior do que a data de término.
MSG_SERVICE_TODATE_REQ,To date is required,até a presente data é obrigatório.
MSG_SERVICE_TODATE_LESS_REQ,To date not less than from date,até a presente data não menos que desde a data.
MSG_REQUEST_NOT_CORRECT_FORMAT,Request not correct format,formato de solicitação incorreto.
MSG_BOOKING_SEARCH_FAILURE,Failed booking search,pesquisa de reserva falhou.
LBL_FACTORY,Factory Name,nome da fábrica.
MSG_SAVED_SUCCESSFULLY,Saved Successfully,salvo com sucesso.
MSG_SAVE_FAILED,Save Failed,falha ao salvar.
MSG_IC_NO_NOT_INSERT,IC Number Not Inserted,número do ci não inserido.
MSG_SUPPLIER_REQ,Supplier is required,fornecedor é necessário.
MSG_CUSTOMER_REQ,Customer is required,cliente é necessário.
MSG_SELECT_BOOKING_PRODUCT,Select the booking product,selecione o produto de reserva.
MSG_VALID_SHIPMENT_QTY,Please enter valid Shipment Quantity,"por favor, insira uma quantidade de remessa válida."
LBL_EDIT,Edit,editar
MSG_CANCEL_SUCCESSFULLY,Canceled Successfully,cancelado com sucesso.
MSG_SHIPMENT_QTY_LESS_OR_EQUAL_REMAINING_QTY,Shipment quantity is less than or equal to remaining quantity,a quantidade do envio é menor ou igual à quantidade restante.
MSG_SAME_PRODUCT_EXISTS,Select different Product. Same Product Exist ,selecionar produto diferente. produto similar existe?
MSG_CANNOTGET_IC_TITLE_LIST,Cannot get IC Title List,não é possível obter a lista de títulos de ic.
MSG_IC_TITLE_REQ,IC Title Required,título do ic obrigatório
LBL_PO_NUMBER,PO Number,número do pedido.
LBL_COMMENT,Comment,comentário.
LBL_BOOKING_STAUS,Status,estado
LBL_SERVICE_TYPE,Service Type,tipo de serviço
LBL_BUYER_NAME,Buyer Name,nome do comprador.
MSG_BUYER_REQ,Buyer Name Required,nome do comprador obrigatório
LBL_IC_SEARCH,Inspection Certificate Search,busca de certificado de inspeção.
MSG_BOOKINGNO_ERROR,Inspection Number should be valid,o número de inspeção deve ser válido.
LBL_CUSTOMER,Customer Name,nome do cliente
LBL_SUPPLIER,Supplier Name,nome do fornecedor
LBL_STATUS,Status Name,nome do status.
LBL_EXPORT,Export,exportar
LBL_BOOKINGNO,Inspection No,inspeção nº
LBL_ICNO,IC No,número do cartão de identificação
LBL_REPORT_TITLE,Report Title,título do relatório.
LBL_SERVICE_DATE,Service Date,data de serviço
LBL_REPORT_STATUS,Report Status,status de relatório
MSG_CLEAR_SEARCH,Clear Search,limpar pesquisa
LBL_EDIT,Edit,editar
LBL_VIEW,View,visualização
LBL_DOWNLOAD,Download,baixar
LBL_SELECT,Select,selecionar
LBL_BookingNo,Inspection No,número de inspeção.
LBL_PoNo,Po No,"desculpe, não entendi a expressão ""po no"". poderia fornecer mais contexto ou tentar reformular a pergunta?"
LBL_ProductCode,Product Code,código do produto
LBL_ProductDesc,Product Description,descrição do produto
LBL_BookingQuantity,Booking Quantity,quantidade de reserva.
LBL_InspectedQuantity,Inspected Quantity,quantidade inspecionada
LBL_ICShipmentQuantity,IC Shipment Quantity,quantidade de remessa da ic.
LBL_ReportTitle,Report Title,título do relatório.
LBL_ReportStatus,Report Status,status do relatório
MSG_NO_DATA,No Data Found,nenhum dado encontrado
TITLE,Audit Report,relatório de auditoria
MSG_BOOKINGNO_ERROR,Booking Number should be valid,o número de reserva deve ser válido.
LBL_EXPORT,Export,exportação
LBL_BOOKING,Booking#,reserva#
LBL_SEARCH_BTN,Search,buscar
LBL_OFFICE,Office,escritório
LBL_STATUS,Status,estado
LBL_FACTORY,Factory,fábrica
LBL_FACTORY_COUNTRY,FactoryCountry,país da fábrica.
LBL_SUPPLIER,Supplier,fornecedor
LBL_CUSTOMER,Customer,cliente
LBL_SELECT,All,tudo.
MSG_NO_DATA,No Data,sem dados.
LBL_BOOKINGNO,Booking No,reserva nº
LBL_REPORT_TITLE,Report Title,título do relatório
LBL_SERVICEDATE,Service Date,data de serviço
LBL_SERVICETYPE,Service Type,tipo de serviço
MSG_SERVICE_FROMDATE_REQ,From date is required,a data de início é obrigatória.
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be greater than to date,a partir da data deverá ser maior do que a data final.
MSG_Service_TODATE_REQ,To date is required,até a data é necessária.
MSG_Service_TODATE_LESS_REQ,To date not less than from date,até a presente data não menos que a partir da data.
LBL_DOWNLOAD,download,baixar
MSG_NO_ITEM_FOUND,No Audit Found,nenhum auditoria encontrada.
LBL_REPORT,Report,relatório
LBL_RESET,Reset,redefinir
LBL_ADVANCED_SEARCH,Advanced Search,pesquisa avançada
LBL_BOOKING_CUSTOMER_NO, Booking/Cus No,reserva/número do cliente
LBL_AUDIT_RESPONSIBLE,Inspection Responsible ,responsável pela inspeção.
LBL_INSPECTION_COMPANY,Inspection Company,empresa de inspeção
LBL_AUDIT_FILLING,Filling,preenchimento
LBL_AUDIT_GRADE,Grade,frequência
LBL_AUDIT_SCORE,Score,pontuação
LBL_MAIN_TITLE,Pending IC Search,busca ic pendente
MSG_BOOKINGNO_ERROR,Booking Number should be valid,o número de reserva deve ser válido.
LBL_BOOKINGNO,Booking No,reserva nº
LBL_CUSTOMER,Customer,cliente
LBL_SERVICEDATE,Service Date,data de serviço.
GENERATE_IC,Generate IC,gerar ic
MSG_SELECTED_ERROR,"Please select same customer,supplier","por favor, selecione o mesmo cliente, fornecedor."
LBL_WANTTOFOCUS,Want to focus on a specific area?,quer focar em uma área específica?
LBL_HELLO,Hello,olá.
LBL_BELOWTASKS,Below are the tasks informations,abaixo estão as informações das tarefas.
LBL_PENDING,Pending,pendente
LBL_NEEDTOVALIDATE,Need to validate the quotation,precisa validar o orçamento?
LBL_COMPLETED,Completed,concluído
MSG_QUOTATIONS_VALIDATED,Quotations are validated by you,as cotações são validadas por você.
LBL_MAN_DAYS,Man Days,dias-homem
LBL_MAN_DAYS_REALIZED,Inspection Man days realised,horas-homem de inspeção realizadas.
LBL_DAILY,Daily,diário.
LBL_WEEKLY,Weekly,semanal.
LBL_MONTHLY,Monthly,mensal.
LBL_INSPECTION_MANDAYS_OVERVIEW,Inspection & Man days overview,visão geral de inspeção e dias de trabalho - homem
LBL_OVERVIEW_STATUS,Overview status of inspection,visão geral do status da inspeção.
LBL_INSPECTIONS,Inspections,inspeções
LBL_LAST35DAYS,Last 35 days,últimos 35 dias.
LBL_AVERAGE,Average,média
LBL_BUSINESSOVERVIEW,Business Overview,visão geral do negócio.
LBL_TOTALBOOKING,Total Booking,reserva total.
LBL_PRODUCTS,Products,produtos
LBL_FACTORIES,Factories,fábricas
LBL_TOTAL_MAN_DAYS,Total Man Days,total de dias úteis homem.
LBL_API_RESULT_ANALYSIS,API Result Analytics,análise de resultados da api.
LBL_CUSTOMER_RESULT_ANALYSIS,Customer Result Analytics,análise de resultados do cliente.
LBL_PRODUCT_OVERVIEW,Product Overview,visão geral do produto
LBL_SUPPLIE_PERFORMANCE,Supplier booking performance,desempenho de reserva do fornecedor.
LBL_AVG_LEAD_TIME,Avg lead time,tempo médio de liderança.
LBL_BETWEEN,Between,entre
LBL_DAYS,Days,dias
LBL_BOOK_INSP_DATE,Booking & Insp date,data de reserva e de inspiração
LBL_ETD_INSP_DATE,Etd & Insp date,data de etiqueta e inspeção.
LBL_AVG_BOOKING_REVISIONS,Average booking revision by suppliers,revisão média de reservas pelos fornecedores.
LBL_INSPECTION_REJECT,Inspection Reject Analytics,análise de rejeição de inspeção.
LBL_USER_GUIDE,User Guide,guia do usuário
LBL_CONTACT,Contact,contato
LBL_HELP,Help,ajuda
LBL_TERMS,Terms,termos
LBL_RIGHTS_RESERVED,© 2019 - 2024 All rights reserved. Fullbridge.io,© 2019 - 2024 todos os direitos reservados. fullbridge.io
MSG_UNKNOWN_OCCURED,Unknown Occured,ocorreu um erro.
ERROR_RESULT,Customer DashBoard Error,erro no painel do cliente
LBL_NO_DATA_FOUND,No Data Found,nenhum dado encontrado.
LBL_NO_MATACH_FOUND,Oops! No load matching your search were found,ops! nenhuma correspondência de carga foi encontrada para a sua busca.
LBL_UNAUTHORISED_ACCESS,This may due to long inactive period after login or Un authorised access.,isso pode ser devido a um longo período de inatividade após o login ou acesso não autorizado.
LBL_NO_DATA,Data is empty or Try adjusting your filter to find what you’re looking for.,os dados estão vazios ou tente ajustar seu filtro para encontrar o que está procurando.
LBL_TOTAL_REPORTS,Total Reports,relatórios totais
LBL_INSPECTION,Inspection,inspeção
LBL_MANDAYS,Man days,montante de homem-dia.
LBL_SHOW,Show,mostrar
LBL_MORE,more,mais
LBL_RESET,Reset,redefinir.
LBL_DATA_SHOWING,Data Showing,exibição de dados.
LBL_FILTER_SELECTED,filter selected,filtrar selecionado
LBL_CUS_BRAND,Brand,marca
LBL_CUS_DEPARTMENT,Department,departamento
LBL_CUS_BUYER,Buyer,comprador
LBL_CUS_COLLECTION,Collection,coleção
MSG_GEO_COUNTRY_FAILED,Country Mapbox Connectivity Error,erro de conectividade do mapbox do país
MSG_GEO_PROVINCE_FAILED,Province Mapbox  Connectivity Error,erro de conectividade do mapbox da província
LBL_LOGIN_ACTIVITY,Login Activity,atividade de login
TITLE,DF Customer Configuration,configuração do cliente da df
MSG_CUSTOMER_REQ,Customer is required,o cliente é necessário.
MSG_MODULE_REQ,Module is required,módulo é necessário.
MSG_CONTROLTYPE_REQ,ControlType is required,o tipo de controle é obrigatório.
MSG_LABEL_REQ,Label is required,"o texto ""label is required"" em português é ""o campo é obrigatório""."
MSG_DATATYPE_REQ,Data Type is required,tipo de dado é obrigatório.
MSG_DISPLAYORDER_REQ,Display Order is required,a ordem de exibição é necessária.
TITLE,DF Customer Configuration Summary,resumo de configuração de cliente da df
LBL_MODULES,Modules,módulos
LBL_CUSTOMERS,Customers,clientes
LBL_CONTROLS,Controls,controles
LBL_MODULE_NAME,Module Name,nome do módulo
LBL_CUSTOMER_NAME,Customer Name,nome do cliente.
LBL_CONTROL_TYPE,Control Type,tipo de controle
LBL_LABEL,Label,rótulo
LBL_DISPLAYORDER,Display Order,ordem de exibição
LBL_EDIT,Edit,editar
LBL_DELETE,Delete,excluir
LBL_CONFIRMDELETION,Confirm deletion,confirmar exclusão
MSG_DELETE_CONFIRM,Are you sure you want to delete the control,você tem certeza de que deseja excluir o controle?
TITLE,User Account Configuration,configuração de conta de usuário
SUB_TITLE,User Details,detalhes do usuário
LBL_CUS_ACCESS,Customer Access,acesso do cliente.
LBL_CUSTOMER,Customer,cliente
LBL_CUS_OFFICE,Office,escritório
LBL_CUS_SERVICE,Service,serviço
